Date,Make,Color,Amount.Due,Violation,Location,Meter,Officer.Comment,SanitizedLocation,lat,lon
6/20/08,FORD,WHT,0.00,RESTRICTED BY SIGN,ALLEY LOT 01,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,ALLEY 01,44.039064,-123.0704815
6/20/08,FORD,RED,24.00,METER VIOLATION,BROADWAY ST PEARL ST OAK,52 2,NO TIME ON METER,BROADWAY PEARL,44.049821,-123.090191
6/20/08,ACUR,BLK,0.00,METER VIOLATION,11TH AVE OAK ST PEARL ST,71 2,NO TIME ON METER,11TH OAK,44.0475982,-123.0910519
6/20/08,TOYT,SIL,0.00,RESTRICTED BY SIGN,15,NA,NO VALID PERMIT VISIBLEEXPIRED MAY08,,,
6/20/08,TOYT,GRY,0.00,METER VIOLATION,8TH AVE EAST PARK-8 PEAR,43 3,NO TIME ON METER,8TH EAST,44.0510162,-123.0881198
6/20/08,TOYT,RED,0.00,METER VIOLATION,WEST PARK-8,42 85,NO TIME ON METER,,,
6/20/08,GMC,GRY,0.00,METER VIOLATION,5TH AVE HIGH ST PEARL ST,17 10,NO TIME ON METERHC NOT VALID 30MIN M,5TH HIGH,44.0535416,-123.0878574
6/20/08,NISS,GRY,0.00,METER VIOLATION,OLIVE ST BROADWAY ST 8TH,40 18,NO TIME ON METER,OLIVE BROADWAY,44.0497313,-123.0944583
6/20/08,FORD,RED,24.00,METER VIOLATION,WEST PARK-7,33 71,NO TIME ON METER,,,
6/20/08,TOYT,GRN,0.00,YELLOW ZONE,SOUTH PARK-0E,NA,ALL IN YELLOW,,,
6/20/08,HYUN,GRY,0.00,METER VIOLATION,WILLAMETTE 5TH AVE END,42872,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/20/08,CHEV,RED,0.00,TIME LIMIT ZONE,10TH AVE LAWRENCE ST LIN,NA,2HRVEH MUST LEAVE BLK,,,
6/20/08,STRN,GLD,0.00,TIME LIMIT ZONE,12TH AVE CHARNELTON ST L,NA,2HRCHALK MARK STILL VISIBLE,,,
6/20/08,FORD,RED,0.00,TIME LIMIT ZONE,LAWRENCE ST BROADWAY ST,NA,NO PERMIT VISIBLE,,,
6/20/08,CHEV,RED,0.00,TIME LIMIT ZONE,10TH AVE LAWRENCE ST LIN,NA,2HRCHALK MARK STILL VISIBLE,,,
6/20/08,HOND,GRY,12.00,METER VIOLATION,5TH AVE HIGH ST PEARL ST,17-1,NO TIME ON METER,5TH HIGH,44.0535416,-123.0878574
6/20/08,GMC,BLK,24.00,METER VIOLATION,PEARL ST 5TH AVE 4TH AVE,42933,NO TIME ON METER,,,
6/20/08,FORD,WHT,0.00,RESTRICTED BY SIGN,LOT 05,NA,CITY PERMIT PARKING ONLYNPV,,,
6/20/08,LEXS,GRY,0.00,METER VIOLATION,PEARL ST 15TH AVE 14TH A,101 19,NO TIME ON METER,,,
6/20/08,FORD,GRY,24.00,TIME LIMIT ZONE,MILL ST 13TH AVE 12TH AV,NA,CHALK MARK STILL VISIBLE,MILL 13TH,44.04454339999999,-123.0738902
6/20/08,HOND,RED,0.00,TIME LIMIT ZONE,FERRY ST 14TH AVE 13TH A,NA,CHALK MARK STILL VISIBLE,FERRY 14TH,44.0452933,-123.084937
6/20/08,JEEP,BLK,0.00,TIME LIMIT ZONE,MILL ST 13TH AVE 14TH AV,NA,CHALK MARK STILL VISIBLE,MILL 13TH,44.04454339999999,-123.0738902
6/20/08,NISS,GRY,0.00,TIME LIMIT ZONE,HIGH ST 17TH AVE 18TH AV,NA,CHALK MARK STILL VISIBLE,,,
6/20/08,LEXS,GRY,0.00,METER VIOLATION,WILLAMETTE 13TH AVE 14TH,90 51,CHALK MARK STILL VISIBLE,,,
6/20/08,HOND,WHT,0.00,TIME LIMIT ZONE,HIGH ST 17TH AVE 18TH AV,NA,CHALK MARK STILL VISIBLE,,,
6/20/08,TOYT,GRN,0.00,METER VIOLATION,WILLAMETTE 13TH AVE 11TH,79 27,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/20/08,HOND,GRY,24.00,METER VIOLATION,WILLAMETTE 13TH AVE 11TH,79 19,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/20/08,TOYT,BLU,0.00,METER VIOLATION,WILLAMETTE 14TH AVE 13TH,99 17,NO TIME ON METER,,,
6/20/08,COOP,BLK,0.00,METER VIOLATION,KINCAID ST 14TH AVE 13TH,226-22,NO TIME ON METER,KINCAID 14TH,44.04411040000001,-123.0789666
6/20/08,HOND,BLK,0.00,TIME LIMIT ZONE,17TH AVE ALDER ST HILYAR,NA,CHALK MARK STILL VISIBLENO PERMIT VI,17TH ALDER,44.0413005,-123.0802387
6/20/08,BUIC,BEI,24.00,METER VIOLATION,15TH AVE MOSS ST AGATE S,256-2,NO TIME ON METER,,,
6/20/08,SAAB,BLK,0.00,METER VIOLATION,15TH AVE MOSS ST AGATE S,256-6,NO TIME ON METER,,,
6/20/08,CHEV,GRN,0.00,TIME LIMIT ZONE,15TH AVE VILLARD ST MOSS,NA,CHALK MARK STILL VISIBLENO PERMIT VI,15TH VILLARD,44.0432966,-123.0648021
6/20/08,PONT,WHT,0.00,METER VIOLATION,ALDER ST 13TH AVE 12TH A,214-48,NO TIME ON METER,ALDER 13TH,44.0456069,-123.079995
6/21/08,SUBA,GRN,0.00,METER VIOLATION,5TH AVE LAWRENCE ST LINC,2 31,NO TIME ON METER,5TH LAWRENCE,44.0510462,-123.0983383
6/21/08,KIA,GRN,0.00,METER VIOLATION,5TH AVE LAWRENCE ST LINC,2 35,NO TIME ON METER,5TH LAWRENCE,44.0510462,-123.0983383
6/21/08,HOND,GRN,0.00,METER VIOLATION,WILLAMETTE 5TH AVE 6TH A,15 54,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/21/08,GEO,BLK,0.00,METER VIOLATION,5TH AVE HIGH ST PEARL ST,17 12,NO TIME ON METER,5TH HIGH,44.0535416,-123.0878574
6/21/08,VOLK,GRN,0.00,METER VIOLATION,PEARL ST 5TH AVE 4TH AVE,7 17,NO TIME ON METER,,,
6/21/08,VOLK,WHT,0.00,METER VIOLATION,13TH AVE MOSS ST AGATE S,234-3,NO TIME ON METER,13TH MOSS,44.04159629999999,-123.0660206
6/21/08,VOLK,WHT,0.00,METER VIOLATION,15TH AVE AGATE ST MOSS S,246-35,NO TIME ON METER,,,
6/21/08,DODG,GRY,0.00,METER VIOLATION,BROADWAY ST HIGH ST PEAR,53-5,NO TIME ON METER,BROADWAY HIGH,44.0499845,-123.087816
6/21/08,CHEV,WHT,24.00,METER VIOLATION,SOUTH PARK-0E,42-74,NO TIME ON METER,,,
6/21/08,SCIN,GRY,0.00,METER VIOLATION,8TH AVE OAK ST PEARL ST,34-32,NO TIME ON METER,8TH OAK,44.0516002,-123.0906409
6/21/08,NISS,GLD,0.00,METER VIOLATION,15,SPC. 58,NO TIME ON METERSPR,,,
6/21/08,STRN,GLD,0.00,METER VIOLATION,5TH AVE LAWRENCE ST LINC,11720,NO TIME ON METER,5TH LAWRENCE,44.0510462,-123.0983383
6/21/08,SUBA,GRN,0.00,METER VIOLATION,5TH AVE CHARNELTON ST WI,42886,NO TIME ON METER,5TH CHARNELTON,44.0540221,-123.0885444
6/21/08,PLYM,GLD,0.00,EXCEEDING THE TIME LIM,WILLAMETTE 5TH AVE 6TH A,15-53,NO TIME ON METERVEH @ 30 MINUTE,WILLAMETTE AVE,44.0211181,-123.0919185
6/21/08,KIA,BLK,0.00,METER VIOLATION,HIGH ST 5TH AVE 6TH AVE,18-51,NO TIME ON METER,,,
6/21/08,STRN,GLD,0.00,METER VIOLATION,PEARL ST 7TH AVE 6TH AVE,25-24,NO TIME ON METER,PEARL 7TH,44.0526132,-123.0871804
6/21/08,HOND,BLK,0.00,METER VIOLATION,8TH AVE OLIVE ST WILLAME,32-37,NO TIME ON METER,8TH OLIVE,44.05119029999999,-123.0944561
6/21/08,DODG,WHT,0.00,METER VIOLATION,BROADWAY ST LINCOLN ST L,47-1,NO TIME ON METER,BROADWAY LINCOLN,44.0496592,-123.0960881
6/21/08,BMW,GRN,0.00,METER VIOLATION,BROADWAY ST PEARL ST OAK,52-5,NO TIME ON METER,BROADWAY PEARL,44.049821,-123.090191
6/21/08,CHEV,NA,0.00,EXCEEDING THE TIME LIM,BROADWAY ST HIGH ST PEAR,53-4,NO TIME ON METERVEH @ 1 HR METER,BROADWAY HIGH,44.0499845,-123.087816
6/21/08,JEEP,GLD,0.00,METER VIOLATION,15,SPC. 20,NO TIME ON METERSPR,,,
6/21/08,SUBA,GRY,0.00,METER VIOLATION,WILLAMETTE 16TH AVE 15TH,109-22,NO TIME ON METERHC PERMIT NOT VALID,WILLAMETTE AVE,44.0211181,-123.0919185
6/21/08,HOND,GLD,0.00,METER VIOLATION,14TH AVE KINCAID ST ALDE,239-2,NO TIME ON METER,14TH KINCAID,44.04411040000001,-123.0789666
6/21/08,HOND,BLU,24.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-67,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/21/08,ACUR,GRY,0.00,RESTRICTED BY SIGN,ALDER ST 13TH AVE 12TH A,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,ALDER 13TH,44.0456069,-123.079995
6/21/08,HOND,GRY,24.00,METER VIOLATION,11TH AVE HIGH ST MILL ST,73-6,NO TIME ON METER,,,
6/21/08,VOLK,GRN,0.00,METER VIOLATION,WILLAMETTE 7TH AVE 8TH A,33-52,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/21/08,MITS,GRY,24.00,METER VIOLATION,WILLAMETTE 10TH AVE BROA,50-18,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/21/08,DODG,WHT,24.00,METER VIOLATION,EAST PARK-8,43-81,NO TIME ON METER,,,
6/21/08,HOND,BEI,0.00,METER VIOLATION,WEST PARK-8,42-89,NO TIME ON METER,,,
6/21/08,VOLK,WHT,0.00,RESTRICTED BY SIGN,15,NA,CITY PERMIT PARKING ONLYNO PERMIT VI,,,
6/21/08,CHEV,WHT,0.00,METER VIOLATION,HIGH ST 6TH AVE 5TH AVE,17-14,NO TIME ON METER,HIGH 6TH,44.0530736,-123.096141
6/21/08,DODG,BEI,0.00,METER FEEDING,13TH AVE HILYARD ST PATT,212-30,NO TIME ON METER,13TH HILYARD,44.0453394,-123.0818785
6/21/08,TOYT,BEI,0.00,METER VIOLATION,13TH AVE ALDER ST HILYAR,225-9,NO TIME ON METER,13TH ALDER,44.0456069,-123.079995
6/21/08,FORD,GRN,0.00,METER VIOLATION,CHARNELTON ST BROADWAY S,49 46,NO TIME ON METER,CHARNELTON BROADWAY,44.0495438,-123.0960329
6/21/08,SUBA,WHT,24.00,METER VIOLATION,8TH AVE OLIVE ST WILLAME,41 5,NO TIME ON METER,8TH OLIVE,44.05119029999999,-123.0944561
6/21/08,HOND,GRY,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226-10,NO TIME ON METER,13TH KINCAID,44.04411040000001,-123.0789666
6/21/08,NISS,GRY,0.00,METER VIOLATION,14TH AVE KINCAID ST ALDE,239-1,NO TIME ON METER,14TH KINCAID,44.04411040000001,-123.0789666
6/21/08,HOND,ONG,0.00,METER VIOLATION,14TH AVE KINCAID ST ALDE,239-2,NO TIME ON METER,14TH KINCAID,44.04411040000001,-123.0789666
6/21/08,NISS,RED,0.00,RESTRICTED BY SIGN,WEST PARK-8,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,,,
6/21/08,FORD,GRN,0.00,YELLOW ZONE,WEST PARK-8,NA,ALL IN YELLOWNOT A PARKING SPACE,,,
6/21/08,MAZD,BLK,0.00,METER FEEDING,EAST PARK-8,43-92,NO TIME ON METER,,,
6/21/08,LEXS,GRY,0.00,METER VIOLATION,EAST PARK-8,43-88,NO TIME ON METER,,,
6/21/08,KIA,BEI,0.00,RESTRICTED BY SIGN,WILLAMETTE 5TH AVE END,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,WILLAMETTE AVE,44.0211181,-123.0919185
6/21/08,HYUN,GRY,0.00,METER VIOLATION,WILLAMETTE 5TH AVE END,42872,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/21/08,VOLK,RED,0.00,METER VIOLATION,5TH AVE OAK ST WILLAMETT,15-5,NO TIME ON METER,5TH OAK,44.043993,-123.091648
6/21/08,DODG,YEL,30.00,YELLOW ZONE,OAK ST 5TH AVE 6TH AVE,NA,ALL IN YELLOWNOT A PARKING SPACE,OAK 5TH,44.043993,-123.091648
6/21/08,KIA,BLU,24.00,METER VIOLATION,5TH AVE CHARNELTON ST LI,12 1,NO TIME ON METER,,,
6/21/08,SUBA,WHT,0.00,METER VIOLATION,5TH AVE CHARNELTON ST LI,12 2,NO TIME ON METER,,,
6/21/08,TOYT,GRY,0.00,METER VIOLATION,5TH AVE CHARNELTON ST WI,4 31,NO TIME ON METER,5TH CHARNELTON,44.0540221,-123.0885444
6/21/08,PLYM,GLD,0.00,METER VIOLATION,WILLAMETTE 5TH AVE 6TH A,15 53,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/21/08,DODG,BLK,12.00,METER VIOLATION,18TH AVE UNIVERSITY ST A,275-35,NO TIME ON METER,,,
6/21/08,FORD,BLK,0.00,METER VIOLATION,ALDER ST 11TH AVE BROADW,205-22,NO TIME ON METER,ALDER 11TH,44.04741689999999,-123.0797508
6/21/08,NISS,WHT,0.00,METER VIOLATION,ALDER ST 13TH AVE 11TH A,213-17,NO TIME ON METER,ALDER 13TH,44.0456069,-123.079995
6/21/08,DAEW,WHT,0.00,METER VIOLATION,ALDER ST 13TH AVE 11TH A,213-22,NO TIME ON METER,ALDER 13TH,44.0456069,-123.079995
6/21/08,JEEP,GLD,0.00,METER VIOLATION,5TH AVE LAWRENCE ST LINC,13547,NO TIME ON METER,5TH LAWRENCE,44.0510462,-123.0983383
6/21/08,ACUR,BLK,0.00,METER VIOLATION,5TH AVE CHARNELTON ST LI,43074,NO TIME ON METER,,,
6/21/08,HOND,WHT,0.00,METER VIOLATION,CHARNELTON ST 4TH AVE 5T,14336,NO TIME ON METER,,,
6/21/08,TOYT,BEI,0.00,METER VIOLATION,5TH AVE CHARNELTON ST WI,12540,NO TIME ON METER,5TH CHARNELTON,44.0540221,-123.0885444
6/21/08,MAZD,RED,0.00,METER VIOLATION,11TH AVE HIGH ST MILL ST,73-6,NO TIME ON METER,,,
6/21/08,MAZD,BLK,0.00,METER VIOLATION,HIGH ST BROADWAY ST 10TH,54-51,NO TIME ON METER,,,
6/21/08,MERC,BEI,0.00,METER VIOLATION,HIGH ST 8TH AVE BROADWAY,45-47,NO TIME ON METER,,,
6/21/08,VOLK,BEI,0.00,METER VIOLATION,8TH AVE PEARL ST HIGH ST,35-34,NO TIME ON METER,8TH PEARL,44.0516002,-123.0906409
6/21/08,DODG,GRN,0.00,METER VIOLATION,8TH AVE OAK ST PEARL ST,34-34,NO TIME ON METER,8TH OAK,44.0516002,-123.0906409
6/21/08,FORD,GRN,0.00,METER VIOLATION,SOUTH PARK-1E,43-60,NO TIME ON METER,,,
6/21/08,DODG,BLU,0.00,EXCEEDING THE TIME LIM,SOUTH PARK-1E,43-49,NO TIME ON METERVEH @ 2 HR METER,,,
6/21/08,BUIC,GRY,0.00,RESTRICTED BY SIGN,WEST PARK-8,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,,,
6/21/08,HOND,BLK,0.00,METER VIOLATION,8TH AVE WILLAMETTE OAK S,42-10,NO TIME ON METER,8TH WILLAMETTE,44.0510162,-123.0881198
6/21/08,HOND,BLU,0.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,209-39,NO TIME ON METER,12TH ALDER,44.04646169999999,-123.0798634
6/21/08,SUBA,BEI,0.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,209-40,NO TIME ON METER,12TH ALDER,44.04646169999999,-123.0798634
6/21/08,PONT,WHT,0.00,METER VIOLATION,ALDER ST 13TH AVE 11TH A,208-24,NO TIME ON METER,ALDER 13TH,44.0456069,-123.079995
6/21/08,STRN,GRY,0.00,METER VIOLATION,ALDER ST 13TH AVE 12TH A,213-17,NO TIME ON METER,ALDER 13TH,44.0456069,-123.079995
6/21/08,SUBA,GRN,0.00,METER VIOLATION,HIGH ST BROADWAY ST 10TH,53-24,NO TIME ON METER,,,
6/21/08,FORD,RED,0.00,METER VIOLATION,HIGH ST 8TH AVE BROADWAY,44-21,NO TIME ON METER,,,
6/21/08,FORD,WHT,30.00,RESTRICTED BY SIGN,15,NA,CITY PERMIT PARKING ONLYNO PERMIT VI,,,
6/21/08,MAZD,GLD,0.00,METER VIOLATION,EAST PARK-8,43-85,NO TIME ON METER,,,
6/21/08,HOND,WHT,0.00,METER VIOLATION,BROADWAY ST LINCOLN ST L,47-9,NO TIME ON METER,BROADWAY LINCOLN,44.0496592,-123.0960881
6/21/08,CHEV,GRN,0.00,METER VIOLATION,BROADWAY ST CHARNELTON S,48-4,NO TIME ON METER,BROADWAY CHARNELTON,44.0497188,-123.0949709
6/21/08,HOND,RED,0.00,METER VIOLATION,BROADWAY ST OLIVE ST CHA,49-15,NO TIME ON METER,BROADWAY OLIVE,44.0497313,-123.0944583
6/21/08,TOYT,GLD,0.00,METER VIOLATION,BROADWAY ST WILLAMETTE O,50-10,NO TIME ON METER,BROADWAY WILLAMETTE,44.050598,-123.09287
6/21/08,HYUN,GLD,0.00,METER VIOLATION,PATTERSON ST 13TH AVE 12,212-52,NO TIME ON METER,PATTERSON 13TH,44.04515199999999,-123.0834043
6/21/08,BUIC,GLD,0.00,METER VIOLATION,PATTERSON ST 13TH AVE 12,212-51,NO TIME ON METER,PATTERSON 13TH,44.04515199999999,-123.0834043
6/21/08,SUBA,RED,0.00,METER VIOLATION,HILYARD ST 13TH AVE 14TH,224-24,NO TIME ON METER,HILYARD 13TH,44.04473,-123.081623
6/21/08,CHEV,CRM,0.00,METER VIOLATION,13TH AVE ALDER ST HILYAR,225-8,NO TIME ON METER,13TH ALDER,44.0456069,-123.079995
6/21/08,VOLK,GRY,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226-2,NO TIME ON METER,13TH KINCAID,44.04411040000001,-123.0789666
6/21/08,STRN,GLD,24.00,METER VIOLATION,11TH AVE WILLAMETTE OAK,70-10,NO TIME ON METER,11TH WILLAMETTE,44.0391468,-123.0924404
6/21/08,PLYM,GLD,0.00,METER VIOLATION,11TH AVE WILLAMETTE OAK,70-3,NO TIME ON METER,11TH WILLAMETTE,44.0391468,-123.0924404
6/21/08,CHEV,BLU,0.00,METER VIOLATION,WILLAMETTE 11TH AVE 13TH,80-49,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/21/08,CHEV,RED,24.00,METER VIOLATION,WILLAMETTE 11TH AVE 13TH,70-49,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/21/08,FORD,GLD,24.00,METER VIOLATION,SOUTH PARK-0E,42-82,NO TIME ON METER,,,
6/21/08,CHEV,RED,0.00,METER VIOLATION,SOUTH PARK-1E,43-96,NO TIME ON METER,,,
6/21/08,TOYT,WHT,0.00,METER VIOLATION,SOUTH PARK-1E,43-95,NO TIME ON METER,,,
6/21/08,TOYT,RED,0.00,RESTRICTED BY SIGN,15,NA,CITY PERMIT PARKING ONLYNO PERMIT VI,,,
6/21/08,CHEV,BLU,30.00,RESTRICTED BY SIGN,3580 KINSROW,NA,ALSO PARKED FACING WRONG,,,
6/21/08,GEO,BUR,0.00,RESTRICTED BY SIGN,KINSROW & COMMONS,NA,NA,,,
6/21/08,HOND,BLK,30.00,RESTRICTED BY SIGN,LOT 07 - EUGENE AIRPORT,NA,UNATTENDED @ FRONT CURB,LOT -,44.0738645,-123.1453971
6/21/08,CHEV,BLU,0.00,METER VIOLATION,LINCOLN ST BROADWAY ST 1,7 22,NO TIME ON METER,,,
6/21/08,FORD,BLU,0.00,METER VIOLATION,5TH AVE LAWRENCE ST LINC,2 32,NO TIME ON METER,5TH LAWRENCE,44.0510462,-123.0983383
6/21/08,CHEV,BLU,24.00,METER VIOLATION,WILLAMETTE 5TH AVE END,5 19,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/21/08,FORD,WHT,24.00,METER VIOLATION,HIGH ST 4TH AVE 6TH AVE,18 53,NO TIME ON METER,HIGH 4TH,44.0377702,-123.0866908
6/21/08,FORD,RED,0.00,METER VIOLATION,15TH AVE MOSS ST AGATE S,257-7,NO TIME ON METER,,,
6/21/08,CHEV,RED,0.00,METER VIOLATION,15TH AVE AGATE ST MOSS S,245-40,NO TIME ON METER,,,
6/21/08,CHEV,WHT,0.00,METER VIOLATION,BROADWAY ST HIGH ST PEAR,53-4,NO TIME ON METER,BROADWAY HIGH,44.0499845,-123.087816
6/21/08,DODG,BLU,0.00,METER VIOLATION,OAK ST 8TH AVE BROADWAY,43-49,NO TIME ON METER,OAK 8TH,44.0516002,-123.0906409
6/21/08,MERC,RED,0.00,RESTRICTED BY SIGN,15,NA,CITY PERMIT PARKING ONLYSIGN(s)POSTE,,,
6/21/08,NISS,RED,0.00,METER VIOLATION,15,SPC. 60,NO TIME ON METERSPR,,,
6/21/08,HYUN,BEI,0.00,METER VIOLATION,WILLAMETTE 6TH AVE 5TH A,14-20,NO TIME ON METER,,,
6/21/08,HOND,GRY,0.00,EXCEEDING THE TIME LIM,WILLAMETTE 5TH AVE 6TH A,15-54,NO TIME ON METERVEH @ 30 MINUTE METE,WILLAMETTE AVE,44.0211181,-123.0919185
6/21/08,NISS,WHT,0.00,METER VIOLATION,HIGH ST 6TH AVE 5TH AVE,17-27,NO TIME ON METER,HIGH 6TH,44.0530736,-123.096141
6/21/08,FORD,WHT,24.00,EXCEEDING THE TIME LIM,HIGH ST 5TH AVE 6TH AVE,18-53,NO TIME ON METERVEH @ 1 HR METER,,,
6/21/08,SUBA,WHT,24.00,EXCEEDING THE TIME LIM,8TH AVE OLIVE ST WILLAME,41-5,NO TIME ON METERVEH @ 1 HR METER,8TH OLIVE,44.05119029999999,-123.0944561
6/21/08,LEXS,BLU,0.00,METER VIOLATION,CHARNELTON ST BROADWAY S,39-24,NO TIME ON METER,CHARNELTON BROADWAY,44.0495438,-123.0960329
6/21/08,TOYT,BEI,0.00,"SPACE MARKINGS,DIRECTI",BROADWAY ST HIGH ST PEAR,NA,VEH NOT IN SPACE MARKINGSMANEUVERING,BROADWAY HIGH,44.0499845,-123.087816
6/21/08,ACUR,WHT,0.00,METER VIOLATION,SOUTH PARK-1E,43-62,NO TIME ON METER,,,
6/21/08,MAZD,BLK,0.00,METER VIOLATION,SOUTH PARK-1E,43-97,NO TIME ON METER,,,
6/21/08,SUBA,GRY,0.00,METER VIOLATION,15,SPC. 56,NO TIME ON METERSPR,,,
6/21/08,CHEV,GLD,24.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226-10,NO TIME ON METER,13TH KINCAID,44.04411040000001,-123.0789666
6/21/08,AUDI,WHT,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-63,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/21/08,HYUN,GRN,0.00,RESTRICTED BY SIGN,13TH AVE KINCAID ST ALDE,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,13TH KINCAID,44.04411040000001,-123.0789666
6/21/08,TOYT,RED,0.00,METER VIOLATION,11TH AVE OAK ST PEARL ST,71-1,NO TIME ON METER,11TH OAK,44.0475982,-123.0910519
6/21/08,TOYT,GRY,0.00,RESTRICTED BY SIGN,WILLAMETTE 11TH AVE 10TH,NA,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/21/08,SUBA,RED,0.00,METER VIOLATION,WILLAMETTE BROADWAY ST 8,41-16,NO TIME ON METERHC PERMIT NOT VALID,WILLAMETTE ST,44.0211181,-123.0919185
6/21/08,TOYT,BLK,0.00,METER VIOLATION,10TH AVE OAK ST WILLAMET,60-4,NO TIME ON METER,10TH OAK,44.0488193,-123.0916306
6/21/08,TOYT,GRY,24.00,METER VIOLATION,EAST PARK-8,43-84,NO TIME ON METER,,,
6/21/08,DODG,BLU,0.00,EXCEEDING THE TIME LIM,OAK ST 8TH AVE BROADWAY,43-49,NO TIME ON METERVEH @ 2 HR METER,OAK 8TH,44.0516002,-123.0906409
6/21/08,FORD,WHT,24.00,EXCEEDING THE TIME LIM,HIGH ST 5TH AVE 6TH AVE,18-53,NO TIME ON METERVEH @ 2HR METER,,,
6/21/08,MERC,WHT,24.00,METER VIOLATION,5TH AVE HIGH ST PEARL ST,17-11,NO TIME ON METER,5TH HIGH,44.0535416,-123.0878574
6/21/08,PONT,GRN,0.00,RESTRICTED BY SIGN,LOT 07 - EUGENE AIRPORT,NA,JNATTENDED VEHICLE @ FRONT CURB,LOT -,44.0738645,-123.1453971
6/22/08,NISS,SIL,0.00,RESTRICTED BY SIGN,LOT 07 - EUGENE AIRPORT,NA,UNATTENDED VEHICLE,LOT -,44.0738645,-123.1453971
6/22/08,BUIC,BEI,0.00,RESTRICTED BY SIGN,LOT 07 - EUGENE AIRPORT,NA,UNATTENDED VEHICLE,LOT -,44.0738645,-123.1453971
6/22/08,FORD,GRY,50.00,ON THROUGHWAY,DAY ISLAND & CLUB,NA,ABANDONED IN ROADWAY FOR,,,
6/22/08,BMW,WHT,30.00,RESTRICTED BY SIGN,3400 COMMONS,NA,NO PARKING,,,
6/22/08,MAZD,GRY,30.00,RESTRICTED BY SIGN,3500 KINSROW,NA,NO PARKING,,,
6/22/08,CHEV,WHT,0.00,RESTRICTED BY SIGN,3500 KINSROW,NA,NO PARKING,,,
6/22/08,VOLV,NA,0.00,RESTRICTED BY SIGN,LOT 07 - EUGENE AIRPORT,NA,UNATTENDED,LOT -,44.0738645,-123.1453971
6/22/08,DODG,ORG,0.00,RESTRICTED BY SIGN,LOT 07 - EUGENE AIRPORT,NA,UNATTENDED VEHICLE,LOT -,44.0738645,-123.1453971
6/22/08,DODG,ORG,0.00,RESTRICTED BY SIGN,LOT 07 - EUGENE AIRPORT,NA,ACTIVE LOADING/UNLOADING,LOT -,44.0738645,-123.1453971
6/22/08,NISS,RED,0.00,RESTRICTED BY SIGN,LOT 07 - AIRPORT TERMINAL,NA,UNATTENDED VEHICLE,LOT -,44.0738645,-123.1453971
6/22/08,KIA,BLK,380.00,HANDICAP,"BLDG ""L"" - 90 COMMONS DRIVE",NA,NO VISIBLE HANDICAP PLACARD,,,
6/23/08,CHEV,BLU,24.00,METER VIOLATION,KINCAID ST 12TH TO 13TH,214-23,NTOM,KINCAID 12TH,44.04411040000001,-123.0789666
6/23/08,NISS,GRY,0.00,RESTRICTED BY SIGN,MADISON - WEST 4TH ALLEY,NA,"PARKED IN  ""NO PARKING"" SIGNAGEE",MADISON WEST,44.0389522,-123.1026788
6/23/08,DODG,RED,0.00,STORAGE OF VEHICLE ON,2463LARIAT MEADOWS,NA,CHALK MARK STILL VISIBLECITIZEN COMP,,,
6/23/08,CHEV,GRY,80.00,STORAGE ON STREET 2ND/,448W 12TH,NA,CHALK MARK STILL VISIBLECITIZEN COMP,,,
6/23/08,FORD,WHT,0.00,RESTRICTED BY SIGN,13TH AVE KINCAID ST ALDE,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,13TH KINCAID,44.04411040000001,-123.0789666
6/23/08,FORD,RED,0.00,TIME LIMIT ZONE,19TH AVE ONYX ST UNIVERS,NA,NO PERMIT VISIBLECHALK MARK STILL VI,19TH ONYX,44.0389094,-123.073056
